Training_Record_ID,Batch_ID,Associate_ID,Experience_Level,RCM_Function,Client,Trainer_ID,Training_Type,Training_Mode,Training_Start_Date,Training_End_Date,Planned_Days,Actual_Days,Planned_Hours,Actual_Training_Hours,Productive_Hours,Non_Productive_Hours,Trainer_Available_Hours,Trainer_Utilization_Pct,Assessment_Score,Assessment_Attempts,First_Pass,Quality_Score,Productivity_Score,Floor_Support_Cases,Knowledge_Gap_Count,Retraining_Hours,Completion_Status,Month,Training_Week,Extended Training 
552,BAT202604-14,ASS0138,Experienced,Billing,Client Beta,TR002,OJT,Virtual,2026-04-10 00:00:00,2026-04-24 00:00:00,15,15,120,104.2,84.6,19.6,128.5,81.1,76,1,Yes,94.7,61.1,4,0,0.8,Completed,Apr-2026,15,0
553,BAT202602-14,ASS0139,Experienced,Payment Posting,Client Beta,TR001,Generic Training,Hybrid,2026-02-03 00:00:00,2026-02-04 00:00:00,2,2,16,15.7,10.8,4.9,15.7,100,70,1,Yes,96.2,77.4,1,2,0.3,Completed,Feb-2026,6,0
554,BAT202602-14,ASS0139,Experienced,Payment Posting,Client Beta,TR001,CST,Floor,2026-02-05 00:00:00,2026-02-06 00:00:00,2,2,16,14.1,10.8,3.3,16.5,85.5,90,1,Yes,98.3,86.2,0,1,1.8,Completed,Feb-2026,6,0
555,BAT202602-14,ASS0139,Experienced,Payment Posting,Client Beta,TR001,LAW,Floor,2026-02-07 00:00:00,2026-02-11 00:00:00,5,5,40,40,27.5,12.5,40.7,98.3,82,1,Yes,93.3,90.3,10,3,1.7,Completed,Feb-2026,6,0
556,BAT202602-14,ASS0139,Experienced,Payment Posting,Client Beta,TR001,OJT,Classroom,2026-02-12 00:00:00,2026-02-26 00:00:00,15,15,120,116.6,90.6,26,124.9,93.4,78,1,Yes,81.1,90,0,0,0.9,Completed,Feb-2026,7,0
557,BAT202606-14,ASS0140,Fresher,AR,Client Alpha,TR004,Generic Training,Floor,2026-06-11 00:00:00,2026-06-17 00:00:00,7,7,56,53.5,41.6,11.9,55.8,95.9,81,1,Yes,86.3,85.1,3,1,0.6,Completed,Jun-2026,24,0
558,BAT202606-14,ASS0140,Fresher,AR,Client Alpha,TR004,CST,Virtual,2026-06-18 00:00:00,2026-06-21 00:00:00,4,4,32,31.2,22.7,8.5,30.3,103,96,1,Yes,91,70.5,4,0,0.8,Completed,Jun-2026,25,0
559,BAT202606-14,ASS0140,Fresher,AR,Client Alpha,TR004,LAW,Virtual,2026-06-22 00:00:00,2026-07-01 00:00:00,10,10,80,71.7,46.9,24.8,78,91.9,75,1,Yes,94.5,64.9,3,2,1.4,Completed,Jun-2026,26,0
560,BAT202607-14,ASS0140,Fresher,AR,Client Alpha,TR004,OJT,Floor,2026-07-02 00:00:00,2026-07-26 00:00:00,25,25,200,192.7,119.3,73.4,205.7,93.7,66,3,No,94.3,89.5,6,1,4.3,Completed,Jul-2026,27,0
561,BAT202607-15,ASS0141,Fresher,AUTH,Client Gamma,TR002,Generic Training,Hybrid,2026-07-19 00:00:00,2026-07-22 00:00:00,5,4,40,37.2,22.1,15.1,41.6,89.4,77,1,Yes,95.4,92.9,1,2,0.3,Completed,Jul-2026,29,0
562,BAT202607-15,ASS0141,Fresher,AUTH,Client Gamma,TR002,CST,Classroom,2026-07-23 00:00:00,2026-07-25 00:00:00,4,3,32,28,14.9,13.1,31.7,88.3,92,1,Yes,84.6,84.2,3,1,0.6,Completed,Jul-2026,30,0
563,BAT202607-15,ASS0141,Fresher,AUTH,Client Gamma,TR002,LAW,Floor,2026-07-26 00:00:00,2026-08-04 00:00:00,10,10,80,67.9,64.5,3.4,78.5,86.5,82,1,Yes,88.5,71.1,4,0,1.3,Completed,Jul-2026,30,0
564,BAT202608-15,ASS0141,Fresher,AUTH,Client Gamma,TR002,OJT,Classroom,2026-08-05 00:00:00,2026-08-29 00:00:00,25,25,200,169.5,148.7,20.8,210.3,80.6,83,1,Yes,92.5,89.9,1,1,0.3,Extended,Aug-2026,32,0
565,BAT202608-15,ASS0142,Fresher,AR,Client Gamma,TR005,Generic Training,Hybrid,2026-08-05 00:00:00,2026-08-10 00:00:00,6,6,48,46.9,32.1,14.8,48.6,96.5,97,1,Yes,84.1,85.4,0,2,0.2,Completed,Aug-2026,32,0
566,BAT202608-15,ASS0142,Fresher,AR,Client Gamma,TR005,CST,Hybrid,2026-08-11 00:00:00,2026-08-14 00:00:00,3,4,24,23.4,15,8.4,22.7,103.1,82,1,Yes,88.8,91.1,5,0,1.7,Completed,Aug-2026,33,1
567,BAT202608-15,ASS0142,Fresher,AR,Client Gamma,TR005,LAW,Hybrid,2026-08-15 00:00:00,2026-08-24 00:00:00,10,10,80,68.9,45.9,23,77.3,89.1,92,1,Yes,94.1,91.1,10,0,1.3,Extended,Aug-2026,33,0
568,BAT202608-15,ASS0142,Fresher,AR,Client Gamma,TR005,OJT,Floor,2026-08-25 00:00:00,2026-09-18 00:00:00,25,25,200,198.6,160.7,37.9,187,106.2,100,1,Yes,93.9,92.6,7,1,1.8,Completed,Aug-2026,35,0
569,BAT202608-15,ASS0143,Fresher,CBR,River Health,TR005,Generic Training,Virtual,2026-08-24 00:00:00,2026-08-30 00:00:00,7,7,56,52.4,34.7,17.7,55.3,94.8,88,2,No,91.4,87.9,3,2,2.2,Completed,Aug-2026,35,0
570,BAT202608-15,ASS0143,Fresher,CBR,River Health,TR005,CST,Virtual,2026-08-31 00:00:00,2026-09-04 00:00:00,4,5,32,30.8,23.8,7,33.5,91.9,59,2,No,89,97.5,0,2,6.9,Completed,Aug-2026,36,1
571,BAT202609-15,ASS0143,Fresher,CBR,River Health,TR005,LAW,Classroom,2026-09-05 00:00:00,2026-09-15 00:00:00,10,11,80,73.3,55,18.3,82.6,88.7,96,2,No,97.3,57.4,4,0,4.8,Completed,Sep-2026,36,1
572,BAT202609-15,ASS0143,Fresher,CBR,River Health,TR005,OJT,Virtual,2026-09-16 00:00:00,2026-10-09 00:00:00,25,24,200,164.2,117.1,47.1,201.9,81.3,87,1,Yes,72.5,93.2,3,3,0.2,Completed,Sep-2026,38,0
573,BAT202603-15,ASS0144,Fresher,Billing,Client Alpha,TR003,Generic Training,Classroom,2026-03-21 00:00:00,2026-03-28 00:00:00,8,8,64,59.4,37.5,21.9,67.8,87.6,86,3,No,91.7,88.4,2,0,2.1,Extended,Mar-2026,12,0
574,BAT202603-15,ASS0144,Fresher,Billing,Client Alpha,TR003,CST,Classroom,2026-03-29 00:00:00,2026-04-01 00:00:00,4,4,32,29.2,23.3,5.9,30.1,97,71,1,Yes,76.4,77.7,2,0,1.7,Completed,Mar-2026,13,0
575,BAT202604-15,ASS0144,Fresher,Billing,Client Alpha,TR003,LAW,Hybrid,2026-04-02 00:00:00,2026-04-12 00:00:00,10,11,80,72.8,59.7,13.1,74.8,97.3,85,1,Yes,72.3,83.1,13,0,0.8,Completed,Apr-2026,14,1
576,BAT202604-15,ASS0144,Fresher,Billing,Client Alpha,TR003,OJT,Classroom,2026-04-13 00:00:00,2026-05-07 00:00:00,25,25,200,185,135.3,49.7,196.5,94.1,80,1,Yes,85.5,90.4,2,1,0.4,Completed,Apr-2026,16,0
577,BAT202605-15,ASS0145,Experienced,Charge Entry,Client Gamma,TR007,Generic Training,Hybrid,2026-05-23 00:00:00,2026-05-25 00:00:00,2,3,16,15.4,10.8,4.6,15.6,98.7,93,1,Yes,75.5,89.8,4,2,1.2,Extended,May-2026,21,1
578,BAT202605-15,ASS0145,Experienced,Charge Entry,Client Gamma,TR007,CST,Floor,2026-05-26 00:00:00,2026-05-26 00:00:00,2,1,16,14.3,9.8,4.5,15.9,89.9,85,1,Yes,97.5,63.4,3,0,1,Completed,May-2026,22,0
579,BAT202605-15,ASS0145,Experienced,Charge Entry,Client Gamma,TR007,LAW,Classroom,2026-05-27 00:00:00,2026-05-31 00:00:00,5,5,40,38.3,33.7,4.6,41,93.4,83,1,Yes,94.4,83.9,10,2,1.6,Completed,May-2026,22,0
580,BAT202606-15,ASS0145,Experienced,Charge Entry,Client Gamma,TR007,OJT,Virtual,2026-06-01 00:00:00,2026-06-15 00:00:00,15,15,120,120,88.5,31.5,121.2,99,71,2,No,83.1,79.2,1,2,4.5,Completed,Jun-2026,23,0
581,BAT202604-15,ASS0146,Fresher,BRCM,Client Beta,TR003,Generic Training,Hybrid,2026-04-30 00:00:00,2026-05-07 00:00:00,8,8,64,64,53.7,10.3,65.2,98.2,79,1,Yes,82.8,100,2,0,0.4,Completed,Apr-2026,18,0
582,BAT202605-15,ASS0146,Fresher,BRCM,Client Beta,TR003,CST,Classroom,2026-05-08 00:00:00,2026-05-11 00:00:00,4,4,32,32,25.6,6.4,33.1,96.7,94,1,Yes,80.9,91.6,3,0,1.6,Completed,May-2026,19,0
583,BAT202605-15,ASS0146,Fresher,BRCM,Client Beta,TR003,LAW,Classroom,2026-05-12 00:00:00,2026-05-23 00:00:00,10,12,80,75,47.9,27.1,83.4,89.9,87,1,Yes,90.9,75.7,11,1,1.7,Completed,May-2026,20,1
584,BAT202605-15,ASS0146,Fresher,BRCM,Client Beta,TR003,OJT,Classroom,2026-05-24 00:00:00,2026-06-17 00:00:00,25,25,200,163.4,119.2,44.2,197.7,82.7,84,1,Yes,100,78.2,1,1,1.3,Completed,May-2026,21,0
585,BAT202607-15,ASS0147,Experienced,BRCM,River Health,TR004,Generic Training,Floor,2026-07-22 00:00:00,2026-07-25 00:00:00,4,4,32,26.7,23.3,3.4,33.7,79.2,86,1,Yes,95.9,76.6,0,0,0.8,Completed,Jul-2026,30,0
586,BAT202607-15,ASS0147,Experienced,BRCM,River Health,TR004,CST,Classroom,2026-07-26 00:00:00,2026-07-28 00:00:00,3,3,24,22.1,19,3.1,25.6,86.3,82,1,Yes,86.5,94.1,4,0,0.5,Completed,Jul-2026,30,0
587,BAT202607-15,ASS0147,Experienced,BRCM,River Health,TR004,LAW,Floor,2026-07-29 00:00:00,2026-08-01 00:00:00,5,4,40,39.5,28.3,11.2,38.9,101.5,82,1,Yes,90,89.3,6,0,0.9,Completed,Jul-2026,31,0
588,BAT202608-15,ASS0147,Experienced,BRCM,River Health,TR004,OJT,Hybrid,2026-08-02 00:00:00,2026-08-15 00:00:00,15,14,120,119.5,72.6,46.9,125.2,95.4,66,3,No,81.1,79.6,5,3,2.3,Completed,Aug-2026,31,0
589,BAT202606-15,ASS0148,Experienced,BRCM,Client Beta,TR001,Generic Training,Hybrid,2026-06-10 00:00:00,2026-06-11 00:00:00,4,2,32,29.8,20.8,9,34.5,86.4,82,1,Yes,86.6,83.9,3,1,0.2,Completed,Jun-2026,24,0
590,BAT202606-15,ASS0148,Experienced,BRCM,Client Beta,TR001,CST,Floor,2026-06-12 00:00:00,2026-06-14 00:00:00,3,3,24,24,16.3,7.7,23.3,103,80,1,Yes,78.6,84.7,1,1,1.2,Completed,Jun-2026,24,0
591,BAT202606-15,ASS0148,Experienced,BRCM,Client Beta,TR001,LAW,Classroom,2026-06-15 00:00:00,2026-06-19 00:00:00,5,5,40,37,17.6,19.4,38.6,95.9,65,3,No,80.7,95.6,12,3,4.5,Completed,Jun-2026,25,0
592,BAT202606-15,ASS0148,Experienced,BRCM,Client Beta,TR001,OJT,Classroom,2026-06-20 00:00:00,2026-07-04 00:00:00,15,15,120,116.2,75.8,40.4,121.7,95.5,59,2,No,75.7,78.7,2,2,2.7,Extended,Jun-2026,25,0
593,BAT202602-15,ASS0149,Experienced,CBR,Revere Health,TR005,Generic Training,Classroom,2026-02-25 00:00:00,2026-02-27 00:00:00,4,3,32,31.1,19.5,11.6,29.5,105.4,78,1,Yes,95.5,91.8,2,0,1.8,Completed,Feb-2026,9,0
594,BAT202602-15,ASS0149,Experienced,CBR,Revere Health,TR005,CST,Hybrid,2026-02-28 00:00:00,2026-03-02 00:00:00,3,3,24,22,16.4,5.6,23.4,94,66,3,No,74.3,83.9,2,1,5.7,Completed,Feb-2026,9,0
595,BAT202603-15,ASS0149,Experienced,CBR,Revere Health,TR005,LAW,Classroom,2026-03-03 00:00:00,2026-03-07 00:00:00,5,5,40,36.5,30.1,6.4,41.6,87.7,89,1,Yes,82,65.6,10,2,1.4,Completed,Mar-2026,10,0
596,BAT202603-15,ASS0149,Experienced,CBR,Revere Health,TR005,OJT,Hybrid,2026-03-08 00:00:00,2026-03-23 00:00:00,15,16,120,103.4,83.1,20.3,111.8,92.5,85,1,Yes,95.6,65.2,5,0,0.4,Completed,Mar-2026,10,1
597,BAT202603-15,ASS0150,Experienced,CBR,Client Beta,TR004,Generic Training,Hybrid,2026-03-28 00:00:00,2026-03-31 00:00:00,4,4,32,32,24.2,7.8,29.7,107.7,83,1,Yes,85.6,80.8,4,2,1.9,Completed,Mar-2026,13,0
598,BAT202604-15,ASS0150,Experienced,CBR,Client Beta,TR004,CST,Floor,2026-04-01 00:00:00,2026-04-03 00:00:00,3,3,24,20.9,12.9,8,25.9,80.7,76,1,Yes,89.1,93.2,2,1,1.8,Completed,Apr-2026,14,0
599,BAT202604-15,ASS0150,Experienced,CBR,Client Beta,TR004,LAW,Classroom,2026-04-04 00:00:00,2026-04-08 00:00:00,5,5,40,35.7,24.1,11.6,38.9,91.8,80,1,Yes,73.7,73.6,9,1,0.4,Completed,Apr-2026,14,0
600,BAT202604-15,ASS0150,Experienced,CBR,Client Beta,TR004,OJT,Classroom,2026-04-09 00:00:00,2026-04-23 00:00:00,15,15,120,108.9,73.7,35.2,125.6,86.7,79,1,Yes,82.8,87,3,1,0.7,Completed,Apr-2026,15,0
601,BAT202606-16,ASS0151,Fresher,AR,River Health,TR004,Generic Training,Virtual,2026-06-06 00:00:00,2026-06-13 00:00:00,8,8,64,62.5,48,14.5,63.7,98.1,87,1,Yes,77.4,78,2,2,0.1,Completed,Jun-2026,23,0
602,BAT202606-16,ASS0151,Fresher,AR,River Health,TR004,CST,Classroom,2026-06-14 00:00:00,2026-06-16 00:00:00,3,3,24,23.7,14.4,9.3,22.8,103.9,99,1,Yes,84.6,82.3,0,1,0.6,Completed,Jun-2026,24,0
603,BAT202606-16,ASS0151,Fresher,AR,River Health,TR004,LAW,Floor,2026-06-17 00:00:00,2026-06-26 00:00:00,10,10,80,80,64.8,15.2,81.4,98.3,72,1,Yes,92.9,80.6,9,1,1.3,Completed,Jun-2026,25,0
604,BAT202606-16,ASS0151,Fresher,AR,River Health,TR004,OJT,Hybrid,2026-06-27 00:00:00,2026-07-21 00:00:00,25,25,200,178.7,153.7,25,187.5,95.3,86,1,Yes,91.2,84.9,5,0,1.2,Extended,Jun-2026,26,0
605,BAT202601-16,ASS0152,Fresher,CBR,Client Alpha,TR005,Generic Training,Classroom,2026-01-23 00:00:00,2026-01-28 00:00:00,6,6,48,44.5,28.7,15.8,49,90.8,83,1,Yes,81,100,1,1,0.9,Completed,Jan-2026,4,0
606,BAT202601-16,ASS0152,Fresher,CBR,Client Alpha,TR005,CST,Floor,2026-01-29 00:00:00,2026-01-31 00:00:00,3,3,24,23.2,18,5.2,24.4,95.1,93,1,Yes,70.8,94.5,0,2,0.3,Completed,Jan-2026,5,0
607,BAT202602-16,ASS0152,Fresher,CBR,Client Alpha,TR005,LAW,Floor,2026-02-01 00:00:00,2026-02-09 00:00:00,10,9,80,79.5,65.4,14.1,74.6,106.6,82,1,Yes,88.6,92.2,6,0,0.6,Completed,Feb-2026,5,0
608,BAT202602-16,ASS0152,Fresher,CBR,Client Alpha,TR005,OJT,Classroom,2026-02-10 00:00:00,2026-03-06 00:00:00,25,25,200,190.5,127.6,62.9,205.9,92.5,79,1,Yes,88.7,78.8,5,0,0.5,Completed,Feb-2026,7,0
609,BAT202603-16,ASS0153,Experienced,Payment Posting,Client Beta,TR008,Generic Training,Classroom,2026-03-02 00:00:00,2026-03-04 00:00:00,4,3,32,26.9,19.5,7.4,31.9,84.3,97,1,Yes,80.4,95.2,1,0,1.2,Completed,Mar-2026,10,0
610,BAT202603-16,ASS0153,Experienced,Payment Posting,Client Beta,TR008,CST,Virtual,2026-03-05 00:00:00,2026-03-07 00:00:00,3,3,24,19.1,15.6,3.5,25.5,74.9,78,1,Yes,80.1,86.7,2,0,0.7,Completed,Mar-2026,10,0
611,BAT202603-16,ASS0153,Experienced,Payment Posting,Client Beta,TR008,LAW,Classroom,2026-03-08 00:00:00,2026-03-12 00:00:00,5,5,40,40,31.4,8.6,41.6,96.2,88,1,Yes,78.6,82.3,5,0,0.4,Completed,Mar-2026,10,0
612,BAT202603-16,ASS0153,Experienced,Payment Posting,Client Beta,TR008,OJT,Floor,2026-03-13 00:00:00,2026-03-27 00:00:00,15,15,120,114.7,80.7,34,112,102.4,98,1,Yes,74.5,99,5,2,0,Completed,Mar-2026,11,0
613,BAT202607-16,ASS0154,Fresher,AR,Client Gamma,TR003,Generic Training,Classroom,2026-07-18 00:00:00,2026-07-23 00:00:00,6,6,48,42,27.4,14.6,48.5,86.6,93,1,Yes,69.4,98.2,1,1,1.1,Completed,Jul-2026,29,0
614,BAT202607-16,ASS0154,Fresher,AR,Client Gamma,TR003,CST,Virtual,2026-07-24 00:00:00,2026-07-27 00:00:00,4,4,32,31,21.4,9.6,33.2,93.4,75,1,Yes,86.5,81.2,6,0,1.1,Completed,Jul-2026,30,0
615,BAT202607-16,ASS0154,Fresher,AR,Client Gamma,TR003,LAW,Floor,2026-07-28 00:00:00,2026-08-06 00:00:00,10,10,80,71,43.4,27.6,73.6,96.5,85,1,Yes,83,93.7,6,0,0.8,Completed,Jul-2026,31,0
616,BAT202608-16,ASS0154,Fresher,AR,Client Gamma,TR003,OJT,Virtual,2026-08-07 00:00:00,2026-08-31 00:00:00,25,25,200,193,126.7,66.3,191.8,100.6,99,1,Yes,89.4,82.2,5,1,1.5,Completed,Aug-2026,32,0
617,BAT202608-16,ASS0155,Experienced,EVBV,Client Alpha,TR007,Generic Training,Virtual,2026-08-08 00:00:00,2026-08-08 00:00:00,2,1,16,16,11.2,4.8,16.3,98.2,73,1,Yes,87.9,83.8,2,0,0.6,Completed,Aug-2026,32,0
618,BAT202608-16,ASS0155,Experienced,EVBV,Client Alpha,TR007,CST,Hybrid,2026-08-09 00:00:00,2026-08-11 00:00:00,3,3,24,22.6,17.1,5.5,23.8,95,77,1,Yes,87.6,75.2,2,1,1.8,Completed,Aug-2026,32,0
619,BAT202608-16,ASS0155,Experienced,EVBV,Client Alpha,TR007,LAW,Hybrid,2026-08-12 00:00:00,2026-08-18 00:00:00,5,7,40,38.1,33,5.1,42.8,89,100,1,Yes,73.6,87.9,5,2,1.7,Completed,Aug-2026,33,1
620,BAT202608-16,ASS0155,Experienced,EVBV,Client Alpha,TR007,OJT,Floor,2026-08-19 00:00:00,2026-09-02 00:00:00,15,15,120,120,89.2,30.8,127,94.5,99,1,Yes,80.6,80.9,7,2,0.5,Completed,Aug-2026,34,0
621,BAT202601-16,ASS0156,Fresher,Payment Posting,Client Delta,TR008,Generic Training,Classroom,2026-01-23 00:00:00,2026-01-27 00:00:00,5,5,40,40,26.1,13.9,37,108.1,54,3,No,82.2,92.8,1,7,7.8,Completed,Jan-2026,4,0
622,BAT202601-16,ASS0156,Fresher,Payment Posting,Client Delta,TR008,CST,Virtual,2026-01-28 00:00:00,2026-02-03 00:00:00,5,7,40,37.6,17.9,19.7,39.1,96.2,81,1,Yes,86.1,75.1,2,1,1.3,Completed,Jan-2026,5,1
623,BAT202602-16,ASS0156,Fresher,Payment Posting,Client Delta,TR008,LAW,Floor,2026-02-04 00:00:00,2026-02-13 00:00:00,10,10,80,80,56,24,81,98.8,61,3,No,89.4,73.3,8,1,2.2,Completed,Feb-2026,6,0
624,BAT202602-16,ASS0156,Fresher,Payment Posting,Client Delta,TR008,OJT,Hybrid,2026-02-14 00:00:00,2026-03-09 00:00:00,25,24,200,171.1,113.7,57.4,190.4,89.9,63,2,No,83.6,89.6,1,0,3.4,Completed,Feb-2026,7,0
625,BAT202608-16,ASS0157,Fresher,Billing,Client Gamma,TR006,Generic Training,Classroom,2026-08-23 00:00:00,2026-08-29 00:00:00,7,7,56,51.6,37.9,13.7,59.7,86.4,73,1,Yes,90.7,88.9,1,1,0.2,Completed,Aug-2026,34,0
626,BAT202608-16,ASS0157,Fresher,Billing,Client Gamma,TR006,CST,Virtual,2026-08-30 00:00:00,2026-09-01 00:00:00,3,3,24,22.2,16.3,5.9,22.1,100.5,85,1,Yes,82.6,80.8,1,3,0.4,Completed,Aug-2026,35,0
627,BAT202609-16,ASS0157,Fresher,Billing,Client Gamma,TR006,LAW,Classroom,2026-09-02 00:00:00,2026-09-11 00:00:00,10,10,80,80,63.7,16.3,76.9,104,92,1,Yes,89.2,85.5,6,0,0.7,Completed,Sep-2026,36,0
628,BAT202609-16,ASS0157,Fresher,Billing,Client Gamma,TR006,OJT,Floor,2026-09-12 00:00:00,2026-10-06 00:00:00,25,25,200,187.3,142.8,44.5,213.7,87.6,100,1,Yes,94.7,86.5,7,2,0.1,Extended,Sep-2026,37,0
629,BAT202602-16,ASS0158,Experienced,AR,Client Alpha,TR004,Generic Training,Classroom,2026-02-09 00:00:00,2026-02-10 00:00:00,2,2,16,14.8,10.3,4.5,15.4,96.1,89,1,Yes,80.2,83.4,2,1,1.4,Completed,Feb-2026,7,0
630,BAT202602-16,ASS0158,Experienced,AR,Client Alpha,TR004,CST,Floor,2026-02-11 00:00:00,2026-02-12 00:00:00,2,2,16,12.7,7.7,5,15.4,82.5,76,1,Yes,83.2,88.7,2,0,2,Completed,Feb-2026,7,0
631,BAT202602-16,ASS0158,Experienced,AR,Client Alpha,TR004,LAW,Classroom,2026-02-13 00:00:00,2026-02-17 00:00:00,5,5,40,36.9,27.4,9.5,39.6,93.2,74,2,No,91.5,67.7,9,2,5.3,Completed,Feb-2026,7,0
632,BAT202602-16,ASS0158,Experienced,AR,Client Alpha,TR004,OJT,Floor,2026-02-18 00:00:00,2026-03-05 00:00:00,15,16,120,111.5,86.9,24.6,123.9,90,70,1,Yes,86.7,74.7,1,0,1.3,Completed,Feb-2026,8,1
633,BAT202603-16,ASS0159,Fresher,EVBV,River Health,TR002,Generic Training,Classroom,2026-03-14 00:00:00,2026-03-22 00:00:00,7,9,56,50,34.9,15.1,55.7,89.8,85,2,No,81.5,96.8,3,2,6.2,Completed,Mar-2026,11,1
634,BAT202603-16,ASS0159,Fresher,EVBV,River Health,TR002,CST,Floor,2026-03-23 00:00:00,2026-03-25 00:00:00,3,3,24,21,13.6,7.4,24.6,85.4,88,1,Yes,87.4,95.9,1,3,0.8,Completed,Mar-2026,13,0
635,BAT202603-16,ASS0159,Fresher,EVBV,River Health,TR002,LAW,Hybrid,2026-03-26 00:00:00,2026-04-04 00:00:00,10,10,80,77.8,56.5,21.3,75.6,102.9,76,1,Yes,77.3,76.8,8,1,1.2,Completed,Mar-2026,13,0
636,BAT202604-16,ASS0159,Fresher,EVBV,River Health,TR002,OJT,Classroom,2026-04-05 00:00:00,2026-04-28 00:00:00,25,24,200,185.6,133.8,51.8,198.8,93.4,62,2,No,87.7,89.1,5,3,4.6,Extended,Apr-2026,14,0
637,BAT202607-16,ASS0160,Experienced,Payment Posting,River Health,TR002,Generic Training,Classroom,2026-07-24 00:00:00,2026-07-27 00:00:00,4,4,32,28.9,21.8,7.1,33,87.6,94,1,Yes,83.9,86.9,4,2,0.3,Completed,Jul-2026,30,0
638,BAT202607-16,ASS0160,Experienced,Payment Posting,River Health,TR002,CST,Classroom,2026-07-28 00:00:00,2026-07-29 00:00:00,2,2,16,15.2,13.6,1.6,14.8,102.7,80,1,Yes,75.9,72.1,1,0,1.5,Completed,Jul-2026,31,0
639,BAT202607-16,ASS0160,Experienced,Payment Posting,River Health,TR002,LAW,Classroom,2026-07-30 00:00:00,2026-08-03 00:00:00,5,5,40,40,32.6,7.4,40.4,99,87,1,Yes,86.7,80.2,10,2,0.6,Completed,Jul-2026,31,0
640,BAT202608-16,ASS0160,Experienced,Payment Posting,River Health,TR002,OJT,Floor,2026-08-04 00:00:00,2026-08-18 00:00:00,15,15,120,114.2,70.7,43.5,122.6,93.1,82,1,Yes,79.1,95,3,3,0.6,Completed,Aug-2026,32,0
641,BAT202603-17,ASS0161,Fresher,AUTH,Client Beta,TR005,Generic Training,Classroom,2026-03-10 00:00:00,2026-03-14 00:00:00,6,5,48,44.8,25.9,18.9,46.7,95.9,83,1,Yes,93.7,90.3,2,1,0.6,Completed,Mar-2026,11,0
642,BAT202603-17,ASS0161,Fresher,AUTH,Client Beta,TR005,CST,Classroom,2026-03-15 00:00:00,2026-03-18 00:00:00,4,4,32,26.5,18.4,8.1,32.9,80.5,92,1,Yes,82.5,90.2,2,1,1.1,Completed,Mar-2026,11,0
643,BAT202603-17,ASS0161,Fresher,AUTH,Client Beta,TR005,LAW,Floor,2026-03-19 00:00:00,2026-03-28 00:00:00,10,10,80,75.5,33.1,42.4,79.5,95,79,1,Yes,89.6,71.6,10,3,1.5,Completed,Mar-2026,12,0
644,BAT202603-17,ASS0161,Fresher,AUTH,Client Beta,TR005,OJT,Classroom,2026-03-29 00:00:00,2026-04-21 00:00:00,25,24,200,177.6,136.7,40.9,212.4,83.6,74,1,Yes,71.2,76.8,4,0,0.4,Completed,Mar-2026,13,0
645,BAT202605-17,ASS0162,Fresher,Payment Posting,Revere Health,TR008,Generic Training,Classroom,2026-05-22 00:00:00,2026-05-29 00:00:00,8,8,64,64,52,12,66.3,96.5,100,1,Yes,74.5,85.5,4,1,1,Completed,May-2026,21,0
646,BAT202605-17,ASS0162,Fresher,Payment Posting,Revere Health,TR008,CST,Floor,2026-05-30 00:00:00,2026-06-03 00:00:00,5,5,40,38.2,31.3,6.9,40.4,94.6,72,1,Yes,79.6,96.9,1,0,1.8,Completed,May-2026,22,0
647,BAT202606-17,ASS0162,Fresher,Payment Posting,Revere Health,TR008,LAW,Virtual,2026-06-04 00:00:00,2026-06-13 00:00:00,10,10,80,68.7,47,21.7,83.8,82,80,1,Yes,66.5,76.6,5,1,0.5,Completed,Jun-2026,23,0
648,BAT202606-17,ASS0162,Fresher,Payment Posting,Revere Health,TR008,OJT,Floor,2026-06-14 00:00:00,2026-07-08 00:00:00,25,25,200,200,131.5,68.5,194.3,102.9,83,1,Yes,98.3,100,2,0,0.4,Completed,Jun-2026,24,0
649,BAT202604-17,ASS0163,Fresher,Charge Entry,River Health,TR001,Generic Training,Hybrid,2026-04-06 00:00:00,2026-04-13 00:00:00,8,8,64,60.5,28.8,31.7,64.8,93.4,84,1,Yes,84.4,87.5,0,0,0.4,Extended,Apr-2026,15,0
650,BAT202604-17,ASS0163,Fresher,Charge Entry,River Health,TR001,CST,Virtual,2026-04-14 00:00:00,2026-04-17 00:00:00,4,4,32,29,20.8,8.2,34.2,84.8,65,2,No,84.2,84.3,1,0,4.2,Completed,Apr-2026,16,0
651,BAT202604-17,ASS0163,Fresher,Charge Entry,River Health,TR001,LAW,Classroom,2026-04-18 00:00:00,2026-04-27 00:00:00,10,10,80,78.4,47.2,31.2,84.6,92.7,96,1,Yes,88,80.6,9,3,1.1,Completed,Apr-2026,16,0
652,BAT202604-17,ASS0163,Fresher,Charge Entry,River Health,TR001,OJT,Classroom,2026-04-28 00:00:00,2026-05-21 00:00:00,25,24,200,200,140.4,59.6,205.7,97.2,89,1,Yes,83,63.3,7,1,1.7,Completed,Apr-2026,18,0
653,BAT202604-17,ASS0164,Fresher,AUTH,Revere Health,TR005,Generic Training,Virtual,2026-04-06 00:00:00,2026-04-11 00:00:00,6,6,48,43.9,37.2,6.7,45.9,95.6,87,1,Yes,80.3,74.6,2,3,0.1,Completed,Apr-2026,15,0
